filename,score
CtrSVDD_0046_E_0000046,-5.0569914505
CtrSVDD_0047_E_0000047,-5.3682843473
CtrSVDD_0000_E_0000048,0.5038065543
CtrSVDD_0001_E_0000049,-7.2325893298
CtrSVDD_0002_E_0000050,-5.2595273476
CtrSVDD_0003_E_0000051,-5.8077325997
CtrSVDD_0004_E_0000052,-5.8339785987
CtrSVDD_0005_E_0000053,-5.7508173083
CtrSVDD_0006_E_0000054,0.2405581457
CtrSVDD_0007_E_0000055,-6.1078539284
CtrSVDD_0008_E_0000056,-6.9669623654
CtrSVDD_0009_E_0000057,-9.3635214869
CtrSVDD_0010_E_0000058,-6.3149732775
CtrSVDD_0011_E_0000059,-5.2475658259
CtrSVDD_0012_E_0000060,-4.8448986114
CtrSVDD_0013_E_0000061,-4.2436030708
CtrSVDD_0014_E_0000062,-6.2987650321
CtrSVDD_0015_E_0000063,-2.3487983802
CtrSVDD_0016_E_0000064,-6.2494886606
CtrSVDD_0017_E_0000065,-9.0562958326
CtrSVDD_0018_E_0000066,-6.4896907784
CtrSVDD_0019_E_0000067,-5.5808960743
CtrSVDD_0020_E_0000068,-5.6380063954
CtrSVDD_0021_E_0000069,-2.8178894236
CtrSVDD_0022_E_0000070,-4.7752832969
CtrSVDD_0023_E_0000071,-6.1523191562
CtrSVDD_0024_E_0000072,-8.1700980962
CtrSVDD_0025_E_0000073,-2.5867783607
CtrSVDD_0026_E_0000074,-5.7599239434
CtrSVDD_0027_E_0000075,-6.4106355492
CtrSVDD_0028_E_0000076,-2.3122707711
CtrSVDD_0029_E_0000077,1.8587820645
CtrSVDD_0030_E_0000078,-5.0833282782
CtrSVDD_0031_E_0000079,-7.9753389900
CtrSVDD_0032_E_0000080,-5.0422736163
CtrSVDD_0033_E_0000081,-5.3286096014
CtrSVDD_0034_E_0000082,-4.5783571842
CtrSVDD_0035_E_0000083,-7.5009250635
CtrSVDD_0036_E_0000084,-5.5834598256
CtrSVDD_0037_E_0000085,-5.8602083327
CtrSVDD_0038_E_0000086,-5.7451382179
CtrSVDD_0039_E_0000087,-3.9796115587
CtrSVDD_0040_E_0000088,-5.9938846534
CtrSVDD_0041_E_0000089,-7.4932547456
CtrSVDD_0042_E_0000090,-6.4386847181
CtrSVDD_0043_E_0000091,-4.8442979434
CtrSVDD_0044_E_0000092,-4.8573873846
CtrSVDD_0045_E_0000093,-0.3341302823
CtrSVDD_0046_E_0000094,-4.7444036732
CtrSVDD_0047_E_0000095,-6.4705526457
CtrSVDD_0000_E_0000096,-7.0458267132
CtrSVDD_0001_E_0000097,-6.6815116769
CtrSVDD_0002_E_0000098,-6.6941737618
CtrSVDD_0003_E_0000099,-6.9051231876
CtrSVDD_0004_E_0000100,-6.8089195453
CtrSVDD_0005_E_0000101,-7.3319621480
CtrSVDD_0006_E_0000102,-5.2245010692
CtrSVDD_0007_E_0000103,0.1537711546
CtrSVDD_0008_E_0000104,-4.8424197419
CtrSVDD_0009_E_0000105,-5.0110282419
CtrSVDD_0010_E_0000106,-3.9751155890
CtrSVDD_0011_E_0000107,-7.1941527557
CtrSVDD_0012_E_0000108,-7.9837094385
CtrSVDD_0013_E_0000109,-0.2988336633
CtrSVDD_0014_E_0000110,-3.0989513249
CtrSVDD_0015_E_0000111,-7.0412617532
CtrSVDD_0016_E_0000112,-6.3052378199
CtrSVDD_0017_E_0000113,-0.7868637889
CtrSVDD_0018_E_0000114,-6.4445746413
CtrSVDD_0019_E_0000115,-6.0575873633
CtrSVDD_0020_E_0000116,-6.5798377423
CtrSVDD_0021_E_0000117,0.4738558864
CtrSVDD_0022_E_0000118,-3.1399689803
CtrSVDD_0023_E_0000119,-7.2897074875
CtrSVDD_0024_E_0000120,-5.9207797810
CtrSVDD_0025_E_0000121,-5.9460890203
CtrSVDD_0026_E_0000122,-8.3066811236
CtrSVDD_0027_E_0000123,-4.2819958738
CtrSVDD_0028_E_0000124,-5.9400506046
CtrSVDD_0029_E_0000125,-5.8621516492
CtrSVDD_0030_E_0000126,-4.5512838609
CtrSVDD_0031_E_0000127,-5.2455194818
CtrSVDD_0032_E_0000128,-8.0505209976
CtrSVDD_0033_E_0000129,0.4832668847
CtrSVDD_0034_E_0000130,-6.6468762752
CtrSVDD_0035_E_0000131,-3.8343415695
CtrSVDD_0036_E_0000132,0.3818576368
CtrSVDD_0037_E_0000133,-8.3427084075
CtrSVDD_0038_E_0000134,-6.9813771341
CtrSVDD_0039_E_0000135,-6.3686993624
CtrSVDD_0040_E_0000136,-5.9237573300
CtrSVDD_0041_E_0000137,-0.2784173997
CtrSVDD_0042_E_0000138,-7.3768740083
CtrSVDD_0043_E_0000139,2.3941732400
CtrSVDD_0044_E_0000140,-5.2866875887
CtrSVDD_0045_E_0000141,-6.8110825994
CtrSVDD_0046_E_0000142,2.1665662910
CtrSVDD_0047_E_0000143,-7.2908380334
CtrSVDD_0000_E_0000144,-6.6064451244
CtrSVDD_0001_E_0000145,-7.1540217215
CtrSVDD_0002_E_0000146,-6.2135416186
CtrSVDD_0003_E_0000147,-7.0862736310
CtrSVDD_0004_E_0000148,-7.0067292752
CtrSVDD_0005_E_0000149,-5.9906187026
CtrSVDD_0006_E_0000150,-5.3139682732
CtrSVDD_0007_E_0000151,0.5832725752
CtrSVDD_0008_E_0000152,0.5455439463
CtrSVDD_0009_E_0000153,0.0706976479
CtrSVDD_0010_E_0000154,0.0917491809
CtrSVDD_0011_E_0000155,-5.1553193685
CtrSVDD_0012_E_0000156,1.6618633406
CtrSVDD_0013_E_0000157,-6.0462745027
CtrSVDD_0014_E_0000158,-6.2957248406
CtrSVDD_0015_E_0000159,-3.8685920913
CtrSVDD_0016_E_0000160,-3.5275130138
CtrSVDD_0017_E_0000161,-8.2245053607
CtrSVDD_0018_E_0000162,-6.2900964970
CtrSVDD_0019_E_0000163,-6.7464697859
CtrSVDD_0020_E_0000164,-7.3071804768
CtrSVDD_0021_E_0000165,-1.2679967613
CtrSVDD_0022_E_0000166,-0.0566812540
CtrSVDD_0023_E_0000167,0.4857699121
CtrSVDD_0024_E_0000168,-3.7698542793
CtrSVDD_0025_E_0000169,-6.7781322536
CtrSVDD_0026_E_0000170,-7.6890801662
CtrSVDD_0027_E_0000171,-6.1601273504
CtrSVDD_0028_E_0000172,-1.3679843837
CtrSVDD_0029_E_0000173,-5.6714169643
CtrSVDD_0030_E_0000174,-6.0431642006
CtrSVDD_0031_E_0000175,-6.6283995018
CtrSVDD_0032_E_0000176,-7.0777446838
CtrSVDD_0033_E_0000177,-4.6604371052
CtrSVDD_0034_E_0000178,-5.4559388230
CtrSVDD_0035_E_0000179,-5.2804259234
CtrSVDD_0036_E_0000180,-4.0863154579
CtrSVDD_0037_E_0000181,-6.9169124825
CtrSVDD_0038_E_0000182,-6.6807916999
CtrSVDD_0039_E_0000183,-2.3143720728
CtrSVDD_0040_E_0000184,-5.1139622067
CtrSVDD_0041_E_0000185,-6.7792677148
CtrSVDD_0042_E_0000186,-6.5401712804
CtrSVDD_0043_E_0000187,-3.7794494770
CtrSVDD_0044_E_0000188,-5.4810501389
CtrSVDD_0045_E_0000189,-5.7170795406
CtrSVDD_0046_E_0000190,-3.4878485386
CtrSVDD_0047_E_0000191,-5.7554228748
CtrSVDD_0000_E_0000192,-6.1186190808
CtrSVDD_0001_E_0000193,-4.1931329170
CtrSVDD_0002_E_0000194,-9.4525694042
CtrSVDD_0003_E_0000195,-6.0404244934
CtrSVDD_0004_E_0000196,-4.7416023024
CtrSVDD_0005_E_0000197,-6.5847692324
CtrSVDD_0006_E_0000198,-8.3802655860
CtrSVDD_0007_E_0000199,-8.6475662269
CtrSVDD_0008_E_0000200,-6.1921732497
CtrSVDD_0009_E_0000201,-5.4020860608
CtrSVDD_0010_E_0000202,-6.0623117861
CtrSVDD_0011_E_0000203,-3.1007473530
CtrSVDD_0012_E_0000204,-5.8302530905
CtrSVDD_0013_E_0000205,-5.8341416292
CtrSVDD_0014_E_0000206,-6.3346555327
CtrSVDD_0015_E_0000207,-9.2264981591
CtrSVDD_0016_E_0000208,-8.2216610660
CtrSVDD_0017_E_0000209,-3.1061283016
CtrSVDD_0018_E_0000210,-5.9996487695
CtrSVDD_0019_E_0000211,-0.9100854533
CtrSVDD_0020_E_0000212,-7.0960636171
CtrSVDD_0021_E_0000213,-4.8521319776
CtrSVDD_0022_E_0000214,-5.0819622777
CtrSVDD_0023_E_0000215,-6.1741742869
CtrSVDD_0024_E_0000216,-1.9220296332
CtrSVDD_0025_E_0000217,-7.6274818916
CtrSVDD_0026_E_0000218,-5.1542915840
CtrSVDD_0027_E_0000219,-6.8035045727
CtrSVDD_0028_E_0000220,-5.4057188480
CtrSVDD_0029_E_0000221,-6.2858602353
CtrSVDD_0030_E_0000222,-4.3228655101
CtrSVDD_0031_E_0000223,-5.3579123683
CtrSVDD_0032_E_0000224,-1.9741473262
CtrSVDD_0033_E_0000225,-5.1512978725
CtrSVDD_0034_E_0000226,-3.3126264065
CtrSVDD_0035_E_0000227,-6.5791267547
CtrSVDD_0036_E_0000228,-5.8014868632
CtrSVDD_0037_E_0000229,-6.5380878116
CtrSVDD_0038_E_0000230,-6.8720723767
CtrSVDD_0039_E_0000231,-7.8660568581
CtrSVDD_0040_E_0000232,0.8840409509
CtrSVDD_0041_E_0000233,-2.5648238370
CtrSVDD_0042_E_0000234,-0.9588950729
CtrSVDD_0043_E_0000235,-7.6357624195
CtrSVDD_0044_E_0000236,-5.3954204284
CtrSVDD_0045_E_0000237,-6.5867828547
CtrSVDD_0046_E_0000238,-8.6288547021
CtrSVDD_0047_E_0000239,-4.6176941592
CtrSVDD_0000_E_0000240,-2.7419630237
CtrSVDD_0001_E_0000241,-6.0064269316
CtrSVDD_0002_E_0000242,-6.9825804909
CtrSVDD_0003_E_0000243,1.7589986111
CtrSVDD_0004_E_0000244,-7.8249037649
CtrSVDD_0005_E_0000245,-6.2095556649
CtrSVDD_0006_E_0000246,-7.8351513166
CtrSVDD_0007_E_0000247,1.7141807469
CtrSVDD_0008_E_0000248,-5.4285249708
CtrSVDD_0009_E_0000249,-1.0088261121
CtrSVDD_0010_E_0000250,-7.3275274478
CtrSVDD_0011_E_0000251,-5.8657687839
CtrSVDD_0012_E_0000252,-6.1481623112
CtrSVDD_0013_E_0000253,-5.5307513073
CtrSVDD_0014_E_0000254,0.2959096162
CtrSVDD_0015_E_0000255,-7.1980422584
CtrSVDD_0016_E_0000256,-5.5970324452
CtrSVDD_0017_E_0000257,-5.3472985057
CtrSVDD_0018_E_0000258,-6.6041329751
CtrSVDD_0019_E_0000259,-5.5944829379
CtrSVDD_0020_E_0000260,-3.4198651272
CtrSVDD_0021_E_0000261,-4.5637596550
CtrSVDD_0022_E_0000262,-3.6630951593
CtrSVDD_0023_E_0000263,1.0847652160
CtrSVDD_0024_E_0000264,-7.1994147250
CtrSVDD_0025_E_0000265,-4.5839933486
CtrSVDD_0026_E_0000266,-5.5110518558
CtrSVDD_0027_E_0000267,1.8996605653
CtrSVDD_0028_E_0000268,-6.0988357140
CtrSVDD_0029_E_0000269,-4.8172541684
CtrSVDD_0030_E_0000270,-7.2123610223
CtrSVDD_0031_E_0000271,-4.7762617685
CtrSVDD_0032_E_0000272,-6.6308078805
CtrSVDD_0033_E_0000273,-8.2438006776
CtrSVDD_0034_E_0000274,-6.1715737580
CtrSVDD_0035_E_0000275,-4.8158952803
CtrSVDD_0036_E_0000276,-5.6793512425
CtrSVDD_0037_E_0000277,-6.9806313305
CtrSVDD_0038_E_0000278,-6.4579427462
CtrSVDD_0039_E_0000279,-6.5525064178
CtrSVDD_0040_E_0000280,-7.1030534519
CtrSVDD_0041_E_0000281,-7.0797653920
CtrSVDD_0042_E_0000282,-2.2711056262
CtrSVDD_0043_E_0000283,-4.9469677583
CtrSVDD_0044_E_0000284,-6.8748729130
CtrSVDD_0045_E_0000285,-5.0113549825
CtrSVDD_0046_E_0000286,-5.6725806668
CtrSVDD_0047_E_0000287,-6.0409585575
CtrSVDD_0000_E_0000288,-4.7221617993
CtrSVDD_0001_E_0000289,-6.2009876048
CtrSVDD_0002_E_0000290,-6.2133481903
CtrSVDD_0003_E_0000291,-6.7046096100
CtrSVDD_0004_E_0000292,-6.5728893208
CtrSVDD_0005_E_0000293,-5.7232154058
CtrSVDD_0006_E_0000294,-6.7607619774
CtrSVDD_0007_E_0000295,-5.8556630594
CtrSVDD_0008_E_0000296,-3.8540334160
CtrSVDD_0009_E_0000297,-3.5291646314
CtrSVDD_0010_E_0000298,-2.5524490736
CtrSVDD_0011_E_0000299,-6.8325832195
CtrSVDD_0012_E_0000300,-7.4825828958
CtrSVDD_0013_E_0000301,-5.7797809092
CtrSVDD_0014_E_0000302,-4.5562173834
CtrSVDD_0015_E_0000303,-6.1820014642
CtrSVDD_0016_E_0000304,-0.8414219247
CtrSVDD_0017_E_0000305,0.9261795494
CtrSVDD_0018_E_0000306,-4.1024705147
CtrSVDD_0019_E_0000307,-4.5033469080
CtrSVDD_0020_E_0000308,-8.8672494684
CtrSVDD_0021_E_0000309,-6.5833106948
CtrSVDD_0022_E_0000310,-5.6002986477
CtrSVDD_0023_E_0000311,-5.0670836106
CtrSVDD_0024_E_0000312,-6.8962151120
CtrSVDD_0025_E_0000313,-5.8980675307
CtrSVDD_0026_E_0000314,1.6601712470
CtrSVDD_0027_E_0000315,1.2586761719
CtrSVDD_0028_E_0000316,-5.2767123467
CtrSVDD_0029_E_0000317,-5.5789137708
CtrSVDD_0030_E_0000318,0.6667843191
CtrSVDD_0031_E_0000319,-3.4580477304
CtrSVDD_0032_E_0000320,0.8796325195
CtrSVDD_0033_E_0000321,-3.1452762188
CtrSVDD_0034_E_0000322,-7.3153565409
CtrSVDD_0035_E_0000323,-0.3349511434
CtrSVDD_0036_E_0000324,-6.9241811678
CtrSVDD_0037_E_0000325,-5.1702917065
CtrSVDD_0038_E_0000326,-4.9652926104
CtrSVDD_0039_E_0000327,-4.3795905847
CtrSVDD_0040_E_0000328,-5.1334113609
CtrSVDD_0041_E_0000329,-6.5399061111
CtrSVDD_0042_E_0000330,-5.8055998493
CtrSVDD_0043_E_0000331,-0.8494205515
CtrSVDD_0044_E_0000332,0.9835540622
CtrSVDD_0045_E_0000333,-6.2185308544
CtrSVDD_0046_E_0000334,-6.4762773918
CtrSVDD_0047_E_0000335,-5.3163978708
CtrSVDD_0000_E_0000336,1.3678331905
CtrSVDD_0001_E_0000337,-3.2922956766
CtrSVDD_0002_E_0000338,-6.4982856668
CtrSVDD_0003_E_0000339,-3.5308161956
CtrSVDD_0004_E_0000340,-4.8038061123
CtrSVDD_0005_E_0000341,1.0392537032
CtrSVDD_0006_E_0000342,-0.8944264796
CtrSVDD_0007_E_0000343,-5.0788052079
CtrSVDD_0008_E_0000344,-3.1943781537
CtrSVDD_0009_E_0000345,-4.3757478520
CtrSVDD_0010_E_0000346,-6.9130163977
CtrSVDD_0011_E_0000347,-5.6804339202
CtrSVDD_0012_E_0000348,-6.0186846756
CtrSVDD_0013_E_0000349,-7.2756571366
CtrSVDD_0014_E_0000350,-8.5960826182
CtrSVDD_0015_E_0000351,-0.2523361478
CtrSVDD_0016_E_0000352,-7.1355742786
CtrSVDD_0017_E_0000353,-6.3107991634
CtrSVDD_0018_E_0000354,-3.4928101474
CtrSVDD_0019_E_0000355,-6.6184118772
CtrSVDD_0020_E_0000356,-0.9677938789
CtrSVDD_0021_E_0000357,-6.3557551141
CtrSVDD_0022_E_0000358,-6.0294457915
CtrSVDD_0023_E_0000359,-7.4672341785
CtrSVDD_0024_E_0000360,0.9218921745
CtrSVDD_0025_E_0000361,-5.6334875057
CtrSVDD_0026_E_0000362,-7.3112880226
CtrSVDD_0027_E_0000363,-6.3874216492
CtrSVDD_0028_E_0000364,1.1905839276
CtrSVDD_0029_E_0000365,-6.1593417799
CtrSVDD_0030_E_0000366,0.4990480477
CtrSVDD_0031_E_0000367,-1.3970837332
CtrSVDD_0032_E_0000368,-6.5066606745
CtrSVDD_0033_E_0000369,-5.6142713354
CtrSVDD_0034_E_0000370,-7.2528428781
CtrSVDD_0035_E_0000371,-5.3715247139
CtrSVDD_0036_E_0000372,-6.4598598134
CtrSVDD_0037_E_0000373,-0.6096677343
CtrSVDD_0038_E_0000374,-4.7261003594
CtrSVDD_0039_E_0000375,-7.7065392209
CtrSVDD_0040_E_0000376,-6.8946673907
CtrSVDD_0041_E_0000377,-5.8218338293
CtrSVDD_0042_E_0000378,-5.7156065532
CtrSVDD_0043_E_0000379,-2.8485097153
CtrSVDD_0044_E_0000380,-6.1796452666
CtrSVDD_0045_E_0000381,-7.9635481050
CtrSVDD_0046_E_0000382,-6.3101164221
CtrSVDD_0047_E_0000383,-6.6780479072
CtrSVDD_0000_E_0000384,-4.3538204689
CtrSVDD_0001_E_0000385,-0.8138400168
CtrSVDD_0002_E_0000386,-0.9091304899
CtrSVDD_0003_E_0000387,-7.9774823453
CtrSVDD_0004_E_0000388,-6.2986295700
CtrSVDD_0005_E_0000389,-5.2056678470
CtrSVDD_0006_E_0000390,-7.0370700090
CtrSVDD_0007_E_0000391,-1.8167226045
CtrSVDD_0008_E_0000392,-7.5337860722
CtrSVDD_0009_E_0000393,0.8177421023
CtrSVDD_0010_E_0000394,-6.9663860549
CtrSVDD_0011_E_0000395,-5.5127942230
CtrSVDD_0012_E_0000396,-3.0935560161
CtrSVDD_0013_E_0000397,1.6687566719
CtrSVDD_0014_E_0000398,-0.0636878869
CtrSVDD_0015_E_0000399,-5.3995935980
CtrSVDD_0016_E_0000400,-4.1401605104
CtrSVDD_0017_E_0000401,-2.1685942831
CtrSVDD_0018_E_0000402,-6.1464737510
CtrSVDD_0019_E_0000403,-4.4765947172
CtrSVDD_0020_E_0000404,-7.2452541917
CtrSVDD_0021_E_0000405,-7.2113657911
CtrSVDD_0022_E_0000406,-9.6402327093
CtrSVDD_0023_E_0000407,-6.3638311195
CtrSVDD_0024_E_0000408,-2.2570260943
CtrSVDD_0025_E_0000409,-7.3693529560
CtrSVDD_0026_E_0000410,-0.0258804687
CtrSVDD_0027_E_0000411,0.7849588792
CtrSVDD_0028_E_0000412,-0.0763079424
CtrSVDD_0029_E_0000413,-7.3872223025
CtrSVDD_0030_E_0000414,-7.2216607215
CtrSVDD_0031_E_0000415,-7.4357858573
CtrSVDD_0032_E_0000416,-5.4705125271
CtrSVDD_0033_E_0000417,1.9484439573
CtrSVDD_0034_E_0000418,-7.3003542266
CtrSVDD_0035_E_0000419,-4.4381092362
CtrSVDD_0036_E_0000420,-7.2475795749
CtrSVDD_0037_E_0000421,-7.3343578932
CtrSVDD_0038_E_0000422,-5.2976238650
CtrSVDD_0039_E_0000423,2.4676109108
CtrSVDD_0040_E_0000424,0.5471678918
CtrSVDD_0041_E_0000425,-6.2078865989
CtrSVDD_0042_E_0000426,-4.8964208418
CtrSVDD_0043_E_0000427,-7.6524733339
CtrSVDD_0044_E_0000428,-6.7247556287
CtrSVDD_0045_E_0000429,-2.8622055845
CtrSVDD_0046_E_0000430,-6.4075366414
CtrSVDD_0047_E_0000431,-5.9631070305
CtrSVDD_0000_E_0000432,-6.7401374638
CtrSVDD_0001_E_0000433,-6.9947835885
CtrSVDD_0002_E_0000434,-5.0653311933
CtrSVDD_0003_E_0000435,-8.6903458012
CtrSVDD_0004_E_0000436,-6.0443491295
CtrSVDD_0005_E_0000437,-6.5310308097
CtrSVDD_0006_E_0000438,-3.5619500691
CtrSVDD_0007_E_0000439,-5.0772858636
CtrSVDD_0008_E_0000440,-6.9430622247
CtrSVDD_0009_E_0000441,-4.9952311445
CtrSVDD_0010_E_0000442,0.5394049451
CtrSVDD_0011_E_0000443,-6.1899568296
CtrSVDD_0012_E_0000444,-6.9657671548
CtrSVDD_0013_E_0000445,-7.2668520720
CtrSVDD_0014_E_0000446,-3.0963890956
CtrSVDD_0015_E_0000447,-8.4027352151
CtrSVDD_0016_E_0000448,-4.9670571163
CtrSVDD_0017_E_0000449,0.1594353462
CtrSVDD_0018_E_0000450,-6.6386838998
CtrSVDD_0019_E_0000451,0.4274043749
CtrSVDD_0020_E_0000452,-4.2870869242
CtrSVDD_0021_E_0000453,-7.7486007607
CtrSVDD_0022_E_0000454,-3.7750263529
CtrSVDD_0023_E_0000455,-7.2320042891
CtrSVDD_0024_E_0000456,-7.3311557094
CtrSVDD_0025_E_0000457,-4.1766089598
CtrSVDD_0026_E_0000458,-0.8635505819
CtrSVDD_0027_E_0000459,-8.2666375797
CtrSVDD_0028_E_0000460,-5.3493629372
CtrSVDD_0029_E_0000461,-3.1839190156
CtrSVDD_0030_E_0000462,-4.0271034763
CtrSVDD_0031_E_0000463,-8.1998643139
CtrSVDD_0032_E_0000464,-1.5253929382
CtrSVDD_0033_E_0000465,-5.6668561499
CtrSVDD_0034_E_0000466,0.2436812725
CtrSVDD_0035_E_0000467,-3.1646569657
CtrSVDD_0036_E_0000468,-7.9868890652
CtrSVDD_0037_E_0000469,-6.1846456532
CtrSVDD_0038_E_0000470,-4.9384147144
CtrSVDD_0039_E_0000471,-2.9887503787
CtrSVDD_0040_E_0000472,-6.6367907806
CtrSVDD_0041_E_0000473,-0.6631188104
CtrSVDD_0042_E_0000474,-6.2751779507
CtrSVDD_0043_E_0000475,1.1435985132
CtrSVDD_0044_E_0000476,-3.6448559421
CtrSVDD_0045_E_0000477,-8.0429440859
CtrSVDD_0046_E_0000478,-0.7108809062
CtrSVDD_0047_E_0000479,-3.6299517286
CtrSVDD_0000_E_0000480,-6.4244285093
CtrSVDD_0001_E_0000481,2.7328835547
CtrSVDD_0002_E_0000482,-7.0648004368
CtrSVDD_0003_E_0000483,-7.0678539384
CtrSVDD_0004_E_0000484,-2.4097381523
CtrSVDD_0005_E_0000485,-4.2230550012
CtrSVDD_0006_E_0000486,-6.9736809402
CtrSVDD_0007_E_0000487,-6.2229854446
CtrSVDD_0008_E_0000488,-4.7645879758
CtrSVDD_0009_E_0000489,-5.8105945947
CtrSVDD_0010_E_0000490,-1.6208744907
CtrSVDD_0011_E_0000491,-2.5916220690
CtrSVDD_0012_E_0000492,-6.1097949160
CtrSVDD_0013_E_0000493,-4.4193059861
CtrSVDD_0014_E_0000494,-5.6497382249
CtrSVDD_0015_E_0000495,-5.4511318894
CtrSVDD_0016_E_0000496,-5.3783008872
CtrSVDD_0017_E_0000497,-3.5654932261
CtrSVDD_0018_E_0000498,-4.3818557488
CtrSVDD_0019_E_0000499,-7.4886716812
CtrSVDD_0020_E_0000500,-6.7386198493
CtrSVDD_0021_E_0000501,-3.0000077043
CtrSVDD_0022_E_0000502,-2.9232733231
CtrSVDD_0023_E_0000503,-5.5246411365
CtrSVDD_0024_E_0000504,-1.8765188954
CtrSVDD_0025_E_0000505,-5.9814172786
CtrSVDD_0026_E_0000506,-4.4907151415
CtrSVDD_0027_E_0000507,-0.7811575769
CtrSVDD_0028_E_0000508,-5.0113351551
CtrSVDD_0029_E_0000509,-5.1561722748
CtrSVDD_0030_E_0000510,0.6244501778
CtrSVDD_0031_E_0000511,-6.7811770936
CtrSVDD_0032_E_0000512,-5.6775007753
CtrSVDD_0033_E_0000513,-5.7411259681
CtrSVDD_0034_E_0000514,-5.6531833769
CtrSVDD_0035_E_0000515,-5.4499848192
CtrSVDD_0036_E_0000516,-5.3043561097
CtrSVDD_0037_E_0000517,-4.3314041247
CtrSVDD_0038_E_0000518,-6.3561287269
CtrSVDD_0039_E_0000519,-5.3356148893
CtrSVDD_0040_E_0000520,1.7310263173
CtrSVDD_0041_E_0000521,-4.9448896611
CtrSVDD_0042_E_0000522,-6.5357296787
CtrSVDD_0043_E_0000523,-5.3728373701
CtrSVDD_0044_E_0000524,-6.6029768035
CtrSVDD_0045_E_0000525,-5.5933929305
CtrSVDD_0046_E_0000526,-7.9724700806
CtrSVDD_0047_E_0000527,-6.1645929378
CtrSVDD_0000_E_0000528,0.2637390726
CtrSVDD_0001_E_0000529,-6.6228108893
CtrSVDD_0002_E_0000530,-8.1463735055
CtrSVDD_0003_E_0000531,-6.6665028404
CtrSVDD_0004_E_0000532,-6.0069470281
CtrSVDD_0005_E_0000533,-3.2735815084
CtrSVDD_0006_E_0000534,-6.4261455752
CtrSVDD_0007_E_0000535,-8.1501048582
CtrSVDD_0008_E_0000536,-4.6643165853
CtrSVDD_0009_E_0000537,-1.1425950722
CtrSVDD_0010_E_0000538,-1.1962863813
CtrSVDD_0011_E_0000539,-1.1905839276
CtrSVDD_0012_E_0000540,-4.8292129491
CtrSVDD_0013_E_0000541,-7.6975649104
CtrSVDD_0014_E_0000542,-5.6708679265
CtrSVDD_0015_E_0000543,-6.3215947030
CtrSVDD_0016_E_0000544,-3.5952248065
CtrSVDD_0017_E_0000545,-7.2612259357
CtrSVDD_0018_E_0000546,-7.2921946303
CtrSVDD_0019_E_0000547,-5.4484661376
CtrSVDD_0020_E_0000548,-7.1277183975
CtrSVDD_0021_E_0000549,-8.0179179217
CtrSVDD_0022_E_0000550,-4.8448676751
CtrSVDD_0023_E_0000551,-0.3400525366
CtrSVDD_0024_E_0000552,-5.9332131804
CtrSVDD_0025_E_0000553,-6.3817892070
CtrSVDD_0026_E_0000554,-7.0579954542
CtrSVDD_0027_E_0000555,-7.1428926521
CtrSVDD_0028_E_0000556,-6.0913209471
CtrSVDD_0029_E_0000557,-6.4419477595
CtrSVDD_0030_E_0000558,-3.0591236503
CtrSVDD_0031_E_0000559,-7.0695246093
CtrSVDD_0032_E_0000560,-0.9197548299
